iter	Logloss
190	0.6842410278
191	0.6842050171
192	0.6841452026
193	0.684120636
194	0.6840716553
195	0.6840383911
196	0.6840264893
197	0.6840034485
198	0.683963623
199	0.6839233398
200	0.6838858032
201	0.6838275909
202	0.6837697601
203	0.6837413025
204	0.6836933899
205	0.683629303
206	0.6836022949
207	0.6835774231
208	0.6835273743
209	0.6834811401
210	0.683456955
211	0.6834059143
212	0.6833746338
213	0.6833512878
214	0.6833183289
215	0.6832380676
216	0.6831998444
217	0.6831641388
218	0.6831340027
219	0.6830760193
220	0.6830138397
221	0.682979126
222	0.6829257202
223	0.682908783
224	0.6828871155
225	0.6828331757
226	0.6827874756
227	0.6827388
228	0.6826977539
229	0.6826766205
230	0.6826325989
231	0.6825569153
232	0.6825189209
233	0.6825183868
234	0.6824620056
235	0.6824291229
236	0.6823819733
237	0.6823768616
238	0.6823764038
239	0.6823207092
240	0.682275238
241	0.6821751404
242	0.6821497345
243	0.6821060181
244	0.6820135498
245	0.6819641876
246	0.681907959
247	0.6818687439
248	0.6818269348
249	0.6817512512
250	0.6817176819
251	0.6816693878
252	0.6816355133
253	0.6816188049
254	0.6816068268
255	0.6815788269
256	0.6815501404
257	0.6815235138
258	0.6815084076
259	0.6814726257
260	0.6814178467
261	0.6813441467
262	0.6813082123
263	0.6812785339
264	0.6812637329
265	0.681215744
266	0.6811823273
267	0.6811552429
268	0.6811425781
269	0.6810986328
270	0.681064682
271	0.68103508
272	0.6810069275
273	0.6809609222
274	0.6809331512
275	0.6808809662
276	0.6808213806
277	0.6808044434
278	0.6807617188
279	0.6807510376
280	0.680716095
281	0.6806858826
282	0.6806544495
283	0.6805960083
284	0.6805699158
285	0.6805325317
286	0.6804975891
287	0.6804720306
288	0.6804335022
289	0.6803868103
290	0.6803512573
291	0.680317688
292	0.6802694702
293	0.6802085876
294	0.6801564789
295	0.6801223755
296	0.6800920105
297	0.6800465393
298	0.6799690247
299	0.6799336243
300	0.6798899841
301	0.6798373413
302	0.6797975159
303	0.6797546387
304	0.679715271
305	0.6796796417
306	0.6796200562
307	0.6796051025
308	0.6795455933
309	0.6795178986
310	0.6794941711
311	0.6794787598
312	0.6794474792
313	0.6794064331
314	0.6793786621
315	0.6792976379
316	0.679270401
317	0.6792485809
318	0.6792205811
319	0.6792057037
320	0.6791674042
321	0.6791435242
322	0.6791165161
323	0.679095993
324	0.6790405273
325	0.6790240479
326	0.6789750671
327	0.6789483643
328	0.6789199829
329	0.678894043
330	0.6788667297
331	0.6788330841
332	0.6788208008
333	0.6787918854
334	0.6787702942
335	0.6787312317
336	0.6787072754
337	0.6786875153
338	0.6786625671
339	0.6786431885
340	0.6785743713
341	0.6785574341
342	0.678493042
343	0.6784519196
344	0.678430481
345	0.6784004211
346	0.6783900452
347	0.6783748627
348	0.6783493805
349	0.6783180237
350	0.6783089447
351	0.6782764435
352	0.6782432556
353	0.6781975555
354	0.6781469727
355	0.6781184387
356	0.67809021
357	0.6780123901
358	0.6779833221
359	0.6779536438
360	0.6778942871
361	0.6778735352
362	0.6778401184
363	0.6778108215
364	0.6777809143
365	0.6777494812
366	0.6777373505
367	0.6776919556
368	0.6776572418
369	0.6776412964
370	0.6775985718
371	0.677571106
372	0.6775109863
373	0.677469101
374	0.6774452209
375	0.6774007416
376	0.67735466
377	0.6773217773
378	0.6773010254
379	0.6772761536
380	0.6772520447
381	0.6772338867
382	0.6772116089
383	0.6771563721
384	0.67710495
385	0.6770765686
386	0.6770465088
387	0.6770233154
388	0.6769908905
389	0.676958313
390	0.6769288635
391	0.6769104004
392	0.6768614197
393	0.676837616
394	0.6768139648
395	0.6767890167
396	0.6767703247
397	0.6767460632
398	0.6767041779
399	0.676675415
400	0.6766503906
401	0.6766290283
402	0.676595459
403	0.6765710449
404	0.6765340424
405	0.6765107727
406	0.676496048
407	0.6764527893
408	0.676427002
409	0.6764012909
410	0.6763674927
411	0.6763504028
412	0.6763072205
413	0.6762885284
414	0.6762380219
415	0.676216507
416	0.676192627
417	0.67618927
418	0.6761331177
419	0.6761126709
420	0.676091156
421	0.6760745239
422	0.6760429382
423	0.6760218811
424	0.6760018921
425	0.675980835
426	0.6759513092
427	0.675909729
428	0.6758872986
429	0.6758642578
430	0.6758380127
431	0.6758148193
432	0.67579216
433	0.6757778931
434	0.675749054
435	0.6757354736
436	0.6757038879
437	0.6756666565
438	0.6756430817
439	0.6756138611
440	0.6755731201
441	0.6755110931
442	0.6754759216
443	0.6754562378
444	0.6754327393
445	0.6753996277
446	0.675359726
447	0.6753553772
448	0.6753291321
449	0.6753006744
450	0.6752687836
451	0.6752205658
452	0.6751750183
453	0.6751319885
454	0.6750801086
455	0.6750248718
456	0.6749894714
457	0.6749542236
458	0.6749121094
459	0.6748779297
460	0.6748554993
461	0.6747962952
462	0.6747592163
463	0.6747044373
464	0.6746774292
465	0.6746361542
466	0.6746014404
467	0.6745890045
468	0.6745739746
469	0.6745552826
470	0.6745374298
471	0.6744934845
472	0.6744650269
473	0.674440918
474	0.6744012451
475	0.6743848419
476	0.6743466949
477	0.674296875
478	0.6742711639
479	0.6742242432
480	0.6741976929
481	0.6741555023
482	0.6741323853
483	0.6740959167
484	0.6740657043
485	0.6740486145
486	0.6740223694
487	0.6739997864
488	0.6739581299
489	0.6739306641
490	0.6739108276
491	0.673890686
492	0.6738783264
493	0.6738421631
494	0.6738275146
495	0.6737918091
496	0.6737641907
497	0.6737503052
498	0.6737010193
499	0.6736773682
500	0.673651123
501	0.6736221313
502	0.6735559845
503	0.673534317
504	0.6734851837
505	0.6734326172
506	0.6734150696
507	0.6733623505
508	0.6733251953
509	0.6733137512
510	0.6732966614
511	0.6732730865
512	0.6732492828
513	0.6732182312
514	0.6731835938
515	0.6731445312
516	0.6731220245
517	0.6730615997
518	0.6730270386
519	0.6729873657
520	0.6729397583
521	0.6729078674
522	0.6728848267
523	0.6728424072
524	0.6727900696
525	0.6727674103
526	0.6727441406
527	0.6727079773
528	0.6726531982
529	0.672625885
530	0.6726065063
531	0.6725724792
532	0.6725076294
533	0.6724783325
534	0.6724517059
535	0.6724168396
536	0.6724147034
537	0.6723802185
538	0.6723513794
539	0.6723168945
540	0.6722848511
541	0.6722421265
542	0.6721913147
543	0.6721733093
544	0.6721563721
545	0.6721483612
546	0.6721200562
547	0.6720689392
548	0.67203125
549	0.6720114899
550	0.6719738007
551	0.6719502258
552	0.6719306183
553	0.6718830872
554	0.671838913
555	0.6717943573
556	0.6717821503
557	0.6717221069
558	0.6717114258
559	0.6716934204
560	0.6716470337
561	0.6716252136
562	0.6715589905
563	0.6715216064
564	0.6714692688
565	0.6714207458
566	0.671384964
567	0.6713677979
568	0.6713409424
569	0.671317749
570	0.6713040161
571	0.6712454224
572	0.6711962891
573	0.6711619568
574	0.671149292
575	0.6711315155
576	0.6711039734
577	0.6710668182
578	0.6710469818
579	0.6710294342
580	0.671002655
581	0.6709628296
582	0.6709252167
583	0.670895462
584	0.6708529663
585	0.6708192444
586	0.6708015442
587	0.6707820129
588	0.6707260895
589	0.6706929779
590	0.6706608582
591	0.6706103516
592	0.6705729675
593	0.6705522156
594	0.6705319214
595	0.6705077362
596	0.6704702759
597	0.6704319763
598	0.6703858948
599	0.6703661346
600	0.6703089142
601	0.6702736664
602	0.6702572632
603	0.6702262878
604	0.6702134705
605	0.6701800537
606	0.6701654816
607	0.6701405334
608	0.6701165009
609	0.6700942993
610	0.6700772095
611	0.6700584412
612	0.6700145721
613	0.6699859619
614	0.6699499512
615	0.6698910522
616	0.6698674011
617	0.6698486328
618	0.6698168182
619	0.6697738647
620	0.6697647858
621	0.6697189331
622	0.6696800995
623	0.6696389771
624	0.66960495
625	0.669556427
626	0.6695185852
627	0.6694816589
628	0.6694352722
629	0.6693870544
630	0.6693534088
631	0.6693261719
632	0.6693057251
633	0.6692889404
634	0.669274292
635	0.6692325592
636	0.6692092896
637	0.6691763306
638	0.6691362
639	0.6691119385
640	0.6690721893
641	0.6690171051
642	0.6690029144
643	0.6689868927
644	0.668946228
645	0.668937149
646	0.6688975525
647	0.6688430786
648	0.6688278961
649	0.6688114929
650	0.6687953186
651	0.6687493896
652	0.6687373352
653	0.6687225342
654	0.668698349
655	0.668679657
656	0.6686430359
657	0.6686126709
658	0.668555603
659	0.6684996033
660	0.6684792328
661	0.668445282
662	0.6684269714
663	0.6684064484
664	0.66836586
665	0.6683359528
666	0.6683008575
667	0.6682930756
668	0.6682554626
669	0.6682360077
670	0.6682097626
671	0.6681759644
672	0.668132782
673	0.6681028748
674	0.668081131
675	0.668061676
676	0.668031311
677	0.6680130005
678	0.6679928589
679	0.6679566956
680	0.6679310608
681	0.6678797913
682	0.667837677
683	0.6678218079
684	0.6677568817
685	0.6677375031
686	0.6677156067
687	0.6676870728
688	0.6676654053
689	0.6676315308
690	0.6676007843
691	0.6675759888
692	0.6675375366
693	0.6675012207
694	0.6674853516
695	0.6674526215
696	0.6674310303
697	0.6674006653
698	0.667376709
699	0.6673484039
700	0.6673104095
701	0.6672714233
702	0.6672438812
703	0.6672166443
704	0.6672013855
705	0.6671868896
706	0.6671531677
707	0.6671453094
708	0.6671356201
709	0.6671086121
710	0.6670780945
711	0.6670568085
712	0.6670039368
713	0.6669580078
714	0.666920166
715	0.6668621826
716	0.6668255615
717	0.6667849731
718	0.6667329407
719	0.6667199707
720	0.6666867065
721	0.6666317749
722	0.6666067505
723	0.6665670013
724	0.6665118408
725	0.6664825439
726	0.6664427948
727	0.6664204407
728	0.6663820648
729	0.6663657379
730	0.6663374329
731	0.666280899
732	0.6662532806
733	0.6662249756
734	0.6661618042
735	0.6661314392
736	0.6660798645
737	0.6660611725
738	0.666020813
739	0.6659783173
740	0.6659506989
741	0.665917511
742	0.6658921051
743	0.665821991
744	0.6657981873
745	0.6657609558
746	0.665681076
747	0.6656175232
748	0.6655766296
749	0.665501709
750	0.6654763794
751	0.6654391479
752	0.6654057312
753	0.665371933
754	0.6653553772
755	0.6653242493
756	0.665297699
757	0.6652825165
758	0.6652565002
759	0.6652199554
760	0.6651908875
761	0.6651675415
762	0.6651257324
763	0.665098877
764	0.6650802612
765	0.6650341797
766	0.6649924469
767	0.6649472809
768	0.6649078369
769	0.6648807526
770	0.6648458862
771	0.6648244476
772	0.6647810364
773	0.664757843
774	0.66470047
775	0.664683075
776	0.6646310425
777	0.664598999
778	0.6645668793
779	0.6645526123
780	0.6645024872
781	0.664462204
782	0.6644075012
783	0.6643781281
784	0.6643476868
785	0.6643198395
786	0.6643015289
787	0.6642728424
788	0.6642346191
789	0.6642203522
790	0.6642068481
791	0.6641674805
792	0.6641379547
793	0.6641287231
794	0.6641040802
795	0.6640776062
796	0.6640435791
797	0.664030304
798	0.6640139771
799	0.6639807129
800	0.6639335632
801	0.6639003754
802	0.6638722229
803	0.6638526154
804	0.6638102722
805	0.6637625122
806	0.6637436676
807	0.6637203979
808	0.6636976624
809	0.6636752319
810	0.6636291504
811	0.6636100769
812	0.6635709381
813	0.6635565948
814	0.6635238647
815	0.66349823
816	0.6634739685
817	0.6634246826
818	0.6633998871
819	0.6633747864
820	0.6633363342
821	0.6633081055
822	0.663291626
823	0.6632496643
824	0.6632342529
825	0.6632244873
826	0.6632051086
827	0.6631745911
828	0.6631345367
829	0.6630940247
830	0.6630604553
831	0.6630185699
832	0.6629940796
833	0.6629750061
834	0.6629550171
835	0.6629085541
836	0.6628708649
837	0.6628453827
838	0.6628339386
839	0.662797699
840	0.6627843475
841	0.662729187
842	0.6627066803
843	0.6626877594
844	0.662649231
845	0.6626095581
846	0.6625863647
847	0.662556839
848	0.6625285339
849	0.6624935913
850	0.662452774
851	0.6624349976
852	0.66241539
853	0.6623687744
854	0.6623562622
855	0.6623356628
856	0.66231987
857	0.6622931671
858	0.6622567749
859	0.6622332764
860	0.6621846008
861	0.6621746063
862	0.6621351624
863	0.6621154785
864	0.662106781
865	0.6620819855
866	0.6620407867
867	0.6620079041
868	0.661967926
869	0.6619544983
870	0.6619229126
871	0.6618640137
872	0.6618371582
873	0.6618239594
874	0.6618093109
875	0.6617596436
876	0.6617272949
877	0.661683197
878	0.6616633606
879	0.661633606
880	0.6616142273
881	0.6615854645
882	0.6615641022
883	0.6615166473
884	0.6614888
885	0.6614430237
886	0.6614156342
887	0.6613796997
888	0.6613609314
889	0.6613176727
890	0.6612889099
891	0.66126297
892	0.6612159729
893	0.6611719513
894	0.6611225891
895	0.661075592
896	0.6610569763
897	0.6610223389
898	0.6610081482
899	0.6609709167
900	0.66095047
901	0.660925827
902	0.660880127
903	0.6608604431
904	0.6608029175
905	0.6607932281
906	0.6607643127
907	0.660740509
908	0.6606960297
909	0.6606499481
910	0.6606164551
911	0.6605686951
912	0.6605529022
913	0.660521698
914	0.6605072784
915	0.6604732513
916	0.6604573822
917	0.6604260254
918	0.6603843689
919	0.6603585052
920	0.6603367615
921	0.6603057098
922	0.6602919006
923	0.6602402496
924	0.6601846313
925	0.6601594543
926	0.6601260376
927	0.6601065063
928	0.6600575256
929	0.6600466919
930	0.6600180054
931	0.6600100708
932	0.659977417
933	0.6599623108
934	0.659916687
935	0.6598788452
936	0.6598583221
937	0.659834671
938	0.6598094177
939	0.6597846222
940	0.6597547913
941	0.6597071838
942	0.6596831512
943	0.6596600342
944	0.6596369934
945	0.6595999146
946	0.6595662689
947	0.6595252991
948	0.6595030212
949	0.6594543457
950	0.6594251251
951	0.6593815613
952	0.6593605042
953	0.6593312073
954	0.6593132019
955	0.6592849731
956	0.6592565155
957	0.6592269135
958	0.659193573
959	0.6591468048
960	0.6591387939
961	0.6590930176
962	0.6590690613
963	0.6590582275
964	0.6590048218
965	0.6589902496
966	0.6589542389
967	0.6589126587
968	0.6588868713
969	0.658878479
970	0.6588574219
971	0.6588340759
972	0.658817749
973	0.6587818909
974	0.6587643433
975	0.6587104034
976	0.6586686707
977	0.6586584473
978	0.6586354065
979	0.6586042786
980	0.6585689545
981	0.6585483551
982	0.6585263824
983	0.6585136414
984	0.6584814453
985	0.6584054565
986	0.6583522034
987	0.658315506
988	0.6582595825
989	0.6582484436
990	0.6582290649
991	0.6581723022
992	0.6581059265
993	0.6580601501
994	0.6580327606
995	0.6580156708
996	0.6579705811
997	0.6579549408
998	0.6579124451
999	0.6578965759
